Name,Division Tr,Division Rk,Wins by Kn,Wins by Su,First Roun,Wins by De,Striking ac,Sig. Strike,Takedownr,Sig. Str. La,Sig. Str. At,Submissio,Sig. Str. De,Knockdow,Average Sig,Event_1_H,Event_1_D,Event_1_R,Event_1_Ti,Event_1_M,Event_2_H,Event_2_D,Event_2_R,Event_2_Ti,Event_2_M,Event_3_H,Event_3_D,Event_3_R,Event_3_Ti,Event_3_M,Status,Place_ct,Fighting_s,Age,Height,Weight,Octagon_Reach,Leg_reach,Reach,Trains_at,Fight,Win,Title,Defeat,Former Champion,Division_Title,Division_Record,Sig_Str_Landed_Per_Min,Sig_Str_Absorbed_Per_Min,Takedown_Avg_Per_15_Min,Submission_Avg_Per_15_Min,Sig_Str_Defense,Takedown_Defense,Knockdown_Avg,Average_Fight_Time,Win_by_KO_TKO,Win_by_DEC,Win_by_SUB,Sig_Str_Head_Pct,Sig_Str_Body_Pct,Sig_Str_Leg_Pct,Fight_Win_Streak,Title_Defenses,Former_Champion,Octagon_Debut,Fighting_Style
JoeGiannetti,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,29.0,"6' 0""",155 lbs,,,"74.5""",South Shore Sport,,,,,,Lightweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoeGigliotti,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,31.0,"5' 11""",170 lbs,,,"69.5""",Power MMA Team,,,,,,Middleweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoeLauzon,Lightweight,,0,0,0,0,47.7,858,34,858,1799,0,,3,,,,,,,,,,,,,,,,,Active,,,41.0,"5' 10""",155 lbs,,,"71.5""",Lauzon MMA,,,,,,Lightweight Division,nan-nan,858.0,,510.0,0.0,52.3,0,45.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoeMerritt,Welterweight,,0,0,0,0,68.0,34,0,34,50,0,,0,,,,,,,,,,,,,,,,,Active,,,41.0,"6' 1""",170 lbs,,,"73""",Millennia MMA,,,,,,Welterweight Division,nan-nan,34.0,,0.0,0.0,32.0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoePardo,,,0,0,0,0,58.8,10,0,10,17,0,,0,,,,,,,,,,,,,,,,,Active,,,,,210 lbs,,,,,,,,,,nan Division,nan-nan,10.0,,0.0,0.0,41.2,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoeProctor,Lightweight,,0,0,0,0,39.1,251,0,251,642,0,,2,,,,,,,,,,,,,,,,,Active,,,39.0,"5' 10""",170 lbs,,,"72""",Team Aggression,,,,,,Lightweight Division,nan-nan,251.0,,0.0,0.0,60.9,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoePyfer,Middleweight,,0,0,0,0,43.6,256,6,256,587,0,,5,,,,,,,,,,,,,,,,,Active,,,28.0,"6' 2""",185 lbs,,,"75""",Marquez MMA,,,,,,Middleweight Division,nan-nan,256.0,,90.0,0.0,56.4,0,75.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoeRiggs,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,42.0,"6' 0""",185 lbs,,,"70""",MMA LAB,,,,,,Middleweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoeSlick,Heavyweight,,0,0,0,0,74.2,23,1,23,31,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Heavyweight Division,nan-nan,23.0,,15.0,0.0,25.8,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoeSolecki,Lightweight,,0,0,0,0,70.1,646,15,646,921,0,,0,,,,,,,,,,,,,,,,,Active,,,31.0,"5' 9""",155 lbs,,,"70.5""",Salty Dog Jiu Jitsu,,,,,,Lightweight Division,nan-nan,646.0,,225.0,0.0,29.9,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoeTaylor,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,41.0,"5' 11""",185 lbs,,,,,,,,,,Middleweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoeSoto,Bantamweight,,0,0,0,0,48.1,326,4,326,678,0,,0,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 8""",135 lbs,,,"65""",Central Valley Combat Academy,,,,,,Bantamweight Division,nan-nan,326.0,,60.0,0.0,51.9,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoeStevenson,Lightweight,,0,0,0,0,54.6,561,31,561,1027,0,,1,,,,,,,,,,,,,,,,,Active,,,43.0,"5' 7""",155 lbs,,,"70""",Joe Stevenson's Cobra Kai,,,,,,Lightweight Division,nan-nan,561.0,,465.0,0.0,45.4,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoeVedepo,,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,42.0,"6' 0""",205 lbs,,,,,,,,,,nan Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoeVeres,Lightweight,,0,0,0,0,0.0,0,0,0,10,0,,0,,,,,,,,,,,,,,,,,Active,,,47.0,"5' 6""",155 lbs,,,,,,,,,,Lightweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
John-OlavEinemo,Heavyweight,,0,0,0,0,70.3,121,1,121,172,0,,0,,,,,,,,,,,,,,,,,Active,,,49.0,"6' 6""",260 lbs,,,,,,,,,,Heavyweight Division,nan-nan,121.0,,15.0,0.0,29.7,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnnyBedford,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,42.0,"5' 10""",135 lbs,,,"71""",Fitness Fight Factory,,,,,,Bantamweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnnyCase,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,36.0,"5' 10""",155 lbs,,,"73""",MMA LAB,,,,,,Lightweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnnyEduardo,Bantamweight,,0,0,0,0,41.2,218,1,218,529,0,,2,,,,,,,,,,,,,,,,,Active,,,46.0,"5' 7""",135 lbs,,,"71""",Nova Uniao ,,,,,,Bantamweight Division,nan-nan,218.0,,15.0,0.0,58.8,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnnyMunoz,Featherweight,,0,0,0,0,51.7,364,11,364,704,0,,0,,,,,,,,,,,,,,,,,Active,,,32.0,"5' 9""",136 lbs,,,"71""",CQuence Jiu-Jitsu,,,,,,Featherweight Division,nan-nan,364.0,,165.0,0.0,48.3,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnnyRees,,,0,0,0,0,70.2,59,1,59,84,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,nan Division,nan-nan,59.0,,15.0,0.0,29.8,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnnyRhodes,Open Weight,,0,0,0,0,74.4,99,1,99,133,0,,1,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Open Weight Division,nan-nan,99.0,,15.0,0.0,25.6,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnnyWalker,Light Heavyweight,,0,0,0,0,58.5,508,3,508,868,0,,4,,,,,,,,,,,,,,,,,Active,,,33.0,"6' 6""",206 lbs,,,"82""",SBG Ireland,,,,,,Light Heavyweight Division,nan-nan,508.0,,45.0,0.0,41.5,0,60.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnyHendricks,Middleweight,,0,0,0,0,55.4,1355,61,1355,2446,0,,6,,,,,,,,,,,,,,,,,Active,,,41.0,"5' 9""",185 lbs,,,"69""",Team Takedown,,,,,,Middleweight Division,nan-nan,1355.0,,915.0,0.0,44.6,0,90.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnAdajar,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"5' 9""",170 lbs,,,"75""",,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnAlbert,Bantamweight,,0,0,0,0,61.9,117,0,117,189,0,,1,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 8""",135 lbs,,,"68""",Victory MMA,,,,,,Bantamweight Division,nan-nan,117.0,,0.0,0.0,38.1,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnAlessio,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,45.0,"5' 10""",155 lbs,,,"72.5""",Xtreme Couture,,,,,,Lightweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnAllan,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,32.0,"6' 1""",205 lbs,,,"75""",Chute Boxe,,,,,,Light Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnCampetella,Open Weight,,0,0,0,0,80.0,8,0,8,10,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Open Weight Division,nan-nan,8.0,,0.0,0.0,20.0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnCastaneda,Featherweight,,0,0,0,0,55.7,656,13,656,1178,0,,4,,,,,,,,,,,,,,,,,Active,,,33.0,"5' 6""",146 lbs,,,"71""",The Academy MN,,,,,,Featherweight Division,nan-nan,656.0,,195.0,0.0,44.3,0,60.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnCholish,Lightweight,,0,0,0,0,52.7,109,2,109,207,0,,0,,,,,,,,,,,,,,,,,Active,,,41.0,"5' 11""",155 lbs,,,"74""",Renzo Gracie Jiu-Jitsu,,,,,,Lightweight Division,nan-nan,109.0,,30.0,0.0,47.3,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnCofer,Lightweight,,0,0,0,0,49.5,96,2,96,194,0,,0,,,,,,,,,,,,,,,,,Active,,,41.0,"5' 9""",155 lbs,,,,Hardcore Gym,,,,,,Lightweight Division,nan-nan,96.0,,30.0,0.0,50.5,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnDodson,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,40.0,"5' 3""",135 lbs,,,"66""",Jackson-Wink MMA,,,,,,Bantamweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnDowdy,Open Weight,,0,0,0,0,28.6,2,0,2,7,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Open Weight Division,nan-nan,2.0,,0.0,0.0,71.4,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnGunderson,,,0,0,0,0,49.2,127,5,127,258,0,,0,,,,,,,,,,,,,,,,,Active,,,46.0,"5' 9""",145 lbs,,,"69""",Syndicate MMA,,,,,,nan Division,nan-nan,127.0,,75.0,0.0,50.8,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnGunther,Lightweight,,0,0,0,0,60.9,95,8,95,156,0,,0,,,,,,,,,,,,,,,,,Active,,,39.0,"5' 9""",155 lbs,,,"72""",Strong Style Fight Team,,,,,,Lightweight Division,nan-nan,95.0,,120.0,0.0,39.1,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnHalverson,Lightweight,,0,0,0,0,65.4,119,0,119,182,0,,0,,,,,,,,,,,,,,,,,Active,,,52.0,,170 lbs,,,,,,,,,,Lightweight Division,nan-nan,119.0,,0.0,0.0,34.6,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnHathaway,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,37.0,"6' 2""",170 lbs,,,"75.5""",London Shootfighters,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnHoward,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,42.0,"5' 7""",170 lbs,,,"71""",FAF Kickboxing,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnKolosci,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,50.0,"5' 11""",170 lbs,,,,,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnLewis,,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,nan Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnLineker,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35.0,"5' 3""",135 lbs,,,"67""",Emporium,,,,,,Bantamweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnLober,Middleweight,,0,0,0,0,61.1,11,3,11,18,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Middleweight Division,nan-nan,11.0,,45.0,0.0,38.9,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnMaguire,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,42.0,"5' 9""",175 lbs,,,"69""",Tsunami Gym,,,,,,Lightweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnMakdessi,Lightweight,,0,0,0,0,51.1,1438,0,1438,2812,0,,6,,,,,,,,,,,,,,,,,Active,,,40.0,"5' 8""",155 lbs,,,"68""",Roufusport,,,,,,Lightweight Division,nan-nan,1438.0,,0.0,0.0,48.9,0,90.0,0,,,,,,,0,0,No,,Mixed Martial Arts
John MarshallGorham,,,0,0,0,0,0.0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,nan Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
MatuaJohn,,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,nan Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnMoraga,Flyweight,,0,0,0,0,50.9,610,7,610,1199,0,,2,,,,,,,,,,,,,,,,,Active,,,41.0,"5' 6""",125 lbs,,,"66""",MMA LAB,,,,,,Flyweight Division,nan-nan,610.0,,105.0,0.0,49.1,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnPhillips,Middleweight,,0,0,0,0,37.2,109,0,109,293,0,,2,,,,,,,,,,,,,,,,,Active,,,40.0,"5' 11""",185 lbs,,,"75""",SBG Ireland,,,,,,Middleweight Division,nan-nan,109.0,,0.0,0.0,62.8,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnPolakowski,Lightweight,,0,0,0,0,14.3,4,0,4,28,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Lightweight Division,nan-nan,4.0,,0.0,0.0,85.7,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnSalter,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,40.0,"6' 1""",185 lbs,,,"74""",Salty Dog Jiu Jitsu,,,,,,Middleweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JohnTeixeira,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 7""",145 lbs,,,,Nova Uniao ,,,,,,Featherweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoiltonLutterbach,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,32.0,"6' 0""",170 lbs,,,"74""",UFD Gym,,,,,,Middleweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JonasBilharinho,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35.0,"5' 11""",146 lbs,,,"75""",Team Nogueira,,,,,,Featherweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JonathanGoulet,,,0,0,0,0,61.9,216,14,216,349,0,,2,,,,,,,,,,,,,,,,,Active,,,45.0,"6' 0""",170 lbs,,,"73.5""",,,,,,,nan Division,nan-nan,216.0,,210.0,0.0,38.1,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JonathanMartinez,Bantamweight,,0,0,0,0,52.4,1012,5,1012,1932,0,,9,,,,,,,,,,,,,,,,,Active,,,31.0,"5' 8""",136 lbs,,,"70""",MTZ Fight Club,,,,,,Bantamweight Division,nan-nan,1012.0,,75.0,0.0,47.6,0,135.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JonathanMeunier,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,37.0,"6' 3""",170 lbs,,,"75""",TriStar Gym,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JonathanMicallef,Welterweight,,0,0,0,0,44.7,92,1,92,206,0,,1,,,,,,,,,,,,,,,,,Active,,,26.0,"6' 0""",170 lbs,,,"77""",Combat 1 MMA,,,,,,Welterweight Division,nan-nan,92.0,,15.0,0.0,55.3,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JonathanPearce,Featherweight,,0,0,0,0,64.5,909,33,909,1410,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"6' 0""",145 lbs,,,"71""",Fight Ready,,,,,,Featherweight Division,nan-nan,909.0,,495.0,0.0,35.5,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JonathanWiezorek,Super Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Super Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JonathanWilson,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,37.0,"6' 1""",205 lbs,,,"75""",Millennia MMA,,,,,,Middleweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JonavinWebb,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,36.0,"5' 10""",170 lbs,,,"71""",Renzo Gracie Philly,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JonnyParsons,Welterweight,,0,0,0,0,46.5,128,0,128,275,0,,2,,,,,,,,,,,,,,,,,Active,,,33.0,"5' 9""",170 lbs,,,"69""",Syndicate MMA,,,,,,Welterweight Division,nan-nan,128.0,,0.0,0.0,53.5,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JonDelos Reyes,Flyweight,,0,0,0,0,44.1,90,5,90,204,0,,2,,,,,,,,,,,,,,,,,Active,,,37.0,"5' 6""",125 lbs,,,"67""",,,,,,,Flyweight Division,nan-nan,90.0,,75.0,0.0,55.9,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JonFitch,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,47.0,"6' 0""",170 lbs,,,"76""",AKA (American Kickboxing Academy),,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JonHess,Middleweight,,0,0,0,0,73.2,30,0,30,41,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Middleweight Division,nan-nan,30.0,,0.0,0.0,26.8,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JonJones,Heavyweight,,0,0,0,0,63.4,1947,45,1947,3073,0,,6,,,,,,,,,,,,,,,,,Active,,,37.0,"6' 4""",238 lbs,,,"84.5""",Jackson's MMA Acoma,,,,,,Heavyweight Division,nan-nan,1947.0,,675.0,0.0,36.6,0,90.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JonKunneman,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,26.0,"6' 0""",185 lbs,,,"77""",Jackson-Wink MMA,,,,,,Middleweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JonMadsen,Heavyweight,,0,0,0,0,52.2,228,5,228,437,0,,0,,,,,,,,,,,,,,,,,Active,,,45.0,"6' 0""",254 lbs,,,"72""",,,,,,,Heavyweight Division,nan-nan,228.0,,75.0,0.0,47.8,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JonManley,Catch Weight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,38.0,"6' 0""",170 lbs,,,,Team Link,,,,,,Catch Weight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JonTuck,Lightweight,,0,0,0,0,49.8,500,3,500,1004,0,,2,,,,,,,,,,,,,,,,,Active,,,40.0,"5' 11""",155 lbs,,,"73""",The Arena,,,,,,Lightweight Division,nan-nan,500.0,,45.0,0.0,50.2,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JordanEspinosa,Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35.0,"5' 6""",125 lbs,,,"69""",Luttrell-Yee MMA,,,,,,Flyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JordanGriffin,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35.0,"5' 10""",145 lbs,,,"73""",Roufusport,,,,,,Featherweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JordanLeavitt,Lightweight,,0,0,0,0,73.6,406,11,406,552,0,,1,,,,,,,,,,,,,,,,,Active,,,30.0,"5' 9""",155 lbs,,,"71""",Syndicate MMA,,,,,,Lightweight Division,nan-nan,406.0,,165.0,0.0,26.4,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JordanMein,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35.0,"6' 0""",170 lbs,,,"73""",Canadian Martial Arts Centre,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JordanRadev,Welterweight,,0,0,0,0,41.7,50,0,50,120,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Welterweight Division,nan-nan,50.0,,0.0,0.0,58.3,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JordanRinaldi,Lightweight,,0,0,0,0,53.5,185,5,185,346,0,,0,,,,,,,,,,,,,,,,,Active,,,37.0,"5' 10""",145 lbs,,,"72""",Team R.O.C.,,,,,,Lightweight Division,nan-nan,185.0,,75.0,0.0,46.5,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JordanVucenic,Lightweight,,0,0,0,0,60.2,103,1,103,171,0,,1,,,,,,,,,,,,,,,,,Active,,,29.0,"5' 10""",155 lbs,,,"73""",Blood Sweat and Tears,,,,,,Lightweight Division,nan-nan,103.0,,15.0,0.0,39.8,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JordanWilliams,Middleweight,,0,0,0,0,57.7,452,4,452,784,0,,1,,,,,,,,,,,,,,,,,Active,,,34.0,"6' 1""",171 lbs,,,"75.5""",FactoryX Muay Thai,,,,,,Middleweight Division,nan-nan,452.0,,60.0,0.0,42.3,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JordanWright,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"6' 2""",204 lbs,,,"77""",Jackson-Wink MMA,,,,,,Middleweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JorgenKruth,Light Heavyweight,,0,0,0,0,0.0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,51.0,"6' 2""",205 lbs,,,,Pancrase Gym Sweden,,,,,,Light Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
Jorgede Oliveira,Welterweight,,0,0,0,0,56.2,73,0,73,130,0,,0,,,,,,,,,,,,,,,,,Active,,,45.0,"5' 8""",155 lbs,,,"71""",,,,,,,Welterweight Division,nan-nan,73.0,,0.0,0.0,43.8,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JorgeGonzalez,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,41.0,"6' 2""",205 lbs,,,"76""",A.D.A.M,,,,,,Light Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JorgeGurgel,Lightweight,,0,0,0,0,42.5,592,6,592,1393,0,,0,,,,,,,,,,,,,,,,,Active,,,48.0,"5' 9""",155 lbs,,,"69""",Team Jorge Gurgel,,,,,,Lightweight Division,nan-nan,592.0,,90.0,0.0,57.5,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JorgeLopez,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,36.0,"5' 10""",170 lbs,,,,Wand Fight Team,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JorgeMasvidal,Welterweight,,0,0,0,0,56.8,1654,17,1654,2913,0,,9,,,,,,,,,,,,,,,,,Active,,,40.0,"5' 11""",170 lbs,,,"74""",American Top Team,,,,,,Welterweight Division,nan-nan,1654.0,,255.0,0.0,43.2,0,135.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JorgePatino,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,52.0,"5' 8""",155 lbs,,,,Macaco Gold Team ,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
